documents__category_group_code,documents__category_group_name,documents__category_name,documents__distance,time,tag,base_score,쇼핑보너스,관광보너스,맛집보너스,score(0~10)
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",3233,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",3023,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",3240,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",3141,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",2938,밤,쇼핑,6,6,6,6,6
AD5,숙박,여행 > 숙박 > 호텔,2238,밤,쇼핑,6,6,6,6,6
AD5,숙박,여행 > 숙박 > 호텔,2051,밤,쇼핑,6,6,6,6,6
AD5,숙박,여행 > 숙박 > 호텔,2793,밤,쇼핑,6,6,6,6,6
AD5,숙박,여행 > 숙박 > 호텔,2560,밤,쇼핑,6,6,6,6,6
FD6,음식점,음식점 > 양식 > 이탈리안,960,밤,쇼핑,6,6,6,6,6
FD6,음식점,음식점 > 한식 > 한정식,1059,밤,쇼핑,6,6,6,6,6
CE7,카페,음식점 > 카페,600,밤,쇼핑,6,6,6,6,6
CE7,카페,음식점 > 카페,686,밤,쇼핑,6,6,6,6,6
CE7,카페,음식점 > 카페,688,밤,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 수목원,식물원",4667,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 산",2517,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 계곡",3834,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2740,아침,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식 > 국수,1413,아침,쇼핑,5,5,5,5,5
FD6,음식점,"음식점 > 한식 > 해물,생선 > 게,대게",1250,아침,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 중식 > 중국요리,1418,아침,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,264,아침,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,256,아침,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,300,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 도자기,도예촌",1586,아침,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",978,아침,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 양식 > 이탈리안,758,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",3600,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1959,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",2345,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리",2407,아침,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 양식,1387,아침,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식,1154,아침,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 산",1758,오전,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 계곡",2228,오전,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 카페거리",2651,오전,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",547,오전,쇼핑,5,8,5,5,8
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",3138,오전,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",3608,오전,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",3617,오전,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",3379,오전,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 산",2361,오전,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",637,오전,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1927,오전,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식 > 한정식,457,오전,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1858,오전,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리",2042,오전,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 전망대",2606,오전,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",1946,오전,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식 > 두부전문점,2388,점심,쇼핑,5,5,5,5,5
FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",1571,점심,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",77,점심,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 뷔페,2348,점심,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,664,점심,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",297,점심,쇼핑,5,8,5,5,8
AD5,숙박,여행 > 숙박 > 호텔,182,점심,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,190,점심,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식 > 국밥,1588,점심,쇼핑,5,5,5,5,5
FD6,음식점,"음식점 > 한식 > 해물,생선",1551,점심,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,224,점심,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 계곡",2371,오후,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 카페거리",2397,오후,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 국립공원 > 국립공원 지구",3190,오후,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2604,오후,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",832,오후,쇼핑,5,8,5,5,8
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",3267,오후,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 산",2307,오후,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",2735,오후,쇼핑,5,8,5,5,8
MT1,대형마트,"가정,생활 > 대형마트",1972,오후,쇼핑,5,8,5,5,8
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1516,오후,쇼핑,5,5,5,5,5
AD5,숙박,"여행 > 숙박 > 여관,모텔",881,오후,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 뷔페,824,오후,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마파크",2996,오후,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 서울한양도성",1931,오후,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",1074,오후,쇼핑,5,8,5,5,8
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",4727,오후,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",4701,오후,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,713,오후,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,639,오후,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,719,오후,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",1716,저녁,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",1605,저녁,쇼핑,5,8,5,5,8
AD5,숙박,"여행 > 숙박 > 여관,모텔",2138,저녁,쇼핑,5,5,5,5,5
FD6,음식점,"음식점 > 한식 > 해물,생선 > 게,대게",3201,저녁,쇼핑,5,5,5,5,5
FD6,음식점,음식점,1494,저녁,쇼핑,5,5,5,5,5
FD6,음식점,"음식점 > 한식 > 해물,생선 > 굴,전복",1918,저녁,쇼핑,5,5,5,5,5
AD5,숙박,"여행 > 숙박 > 여관,모텔",1431,저녁,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식 > 한정식,1784,저녁,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,165,저녁,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1249,저녁,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",1691,저녁,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2006,저녁,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",1503,저녁,쇼핑,5,8,5,5,8
MT1,대형마트,"가정,생활 > 대형마트",1576,저녁,쇼핑,5,8,5,5,8
MT1,대형마트,"가정,생활 > 대형마트",1791,저녁,쇼핑,5,8,5,5,8
MT1,대형마트,"가정,생활 > 대형마트",2270,저녁,쇼핑,5,8,5,5,8
MT1,대형마트,"가정,생활 > 대형마트",2349,저녁,쇼핑,5,8,5,5,8
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",746,저녁,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1478,저녁,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1418,저녁,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,2665,저녁,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 양식,2443,저녁,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 양식 > 이탈리안,1872,저녁,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",3228,밤,쇼핑,5,5,5,5,5
AD5,숙박,"여행 > 숙박 > 여관,모텔",2883,밤,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 중식 > 중국요리,1517,밤,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식 > 냉면,989,밤,쇼핑,5,5,5,5,5
CE7,카페,음식점 > 카페,415,밤,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1471,밤,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",1434,밤,쇼핑,5,5,5,5,5
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",2764,밤,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 일식 > 일식집,40,밤,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 뷔페,2064,밤,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리",4196,밤,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",3503,밤,쇼핑,5,5,5,5,5
MT1,대형마트,"가정,생활 > 대형마트",3491,밤,쇼핑,5,8,5,5,8
MT1,대형마트,"가정,생활 > 대형마트",3737,밤,쇼핑,5,8,5,5,8
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",4765,밤,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,3568,밤,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,3737,밤,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,3417,밤,쇼핑,5,5,5,5,5
AD5,숙박,여행 > 숙박 > 호텔,3338,밤,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 한식,1940,밤,쇼핑,5,5,5,5,5
FD6,음식점,음식점 > 뷔페,2175,밤,쇼핑,5,5,5,5,5
AT4,관광명소,"여행 > 관광,명소 > 산",4422,아침,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 문화원",1259,아침,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1538,아침,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1636,아침,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",3014,아침,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",3542,아침,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,518,아침,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,538,아침,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 저수지",3099,아침,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 산",2614,아침,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 둘레길",2843,아침,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1124,아침,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1746,아침,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 양식,1064,아침,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기",958,아침,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리",4292,아침,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리",4178,아침,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",1217,아침,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",940,아침,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 일식 > 돈까스,우동",1950,아침,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 한식 > 냉면,1373,아침,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 한식 > 해장국,2115,아침,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 한식,1906,아침,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 뷔페,2023,아침,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 계곡",3049,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 계곡",3703,오전,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",845,오전,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",4282,오전,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",3578,오전,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",3876,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2873,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 수목원,식물원",3156,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 저수지",4117,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 산",2081,오전,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",3127,오전,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",3123,오전,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기",595,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2097,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 서울한양도성",3129,오전,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",686,오전,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",1096,오전,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 산",708,점심,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",975,점심,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",342,점심,쇼핑,4,4,4,4,4
AD5,숙박,"여행 > 숙박 > 여관,모텔",57,점심,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",4921,점심,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,268,점심,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",622,점심,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",450,점심,쇼핑,4,7,4,4,7
FD6,음식점,"음식점 > 한식 > 해물,생선 > 추어",2950,점심,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기",2573,점심,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,153,점심,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",368,점심,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 한식 > 냉면,2821,점심,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 양식 > 이탈리안,2417,점심,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 산",2914,오후,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 계곡",3607,오후,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 계곡",3737,오후,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",3310,오후,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",980,오후,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",1295,오후,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",1774,오후,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 해물,생선 > 게,대게",329,오후,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 산",3551,오후,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 산",3782,오후,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",3138,오후,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",2446,오후,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",4571,오후,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",3621,오후,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 문화원",4988,오후,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기",1495,오후,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 한식 > 한정식,1407,오후,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 도보여행",4407,오후,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리",3100,오후,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",1361,오후,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",1827,오후,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",3851,오후,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 호텔,790,오후,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 호텔,1304,오후,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 호텔,1084,오후,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,1051,오후,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,1295,오후,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,1346,오후,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",2253,저녁,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",1421,저녁,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",2200,저녁,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",2006,저녁,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",2306,저녁,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",1096,저녁,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",152,저녁,쇼핑,4,4,4,4,4
AD5,숙박,"여행 > 숙박 > 여관,모텔",2765,저녁,쇼핑,4,4,4,4,4
AD5,숙박,"여행 > 숙박 > 여관,모텔",2710,저녁,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 게스트하우스,3111,저녁,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",3371,저녁,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",3517,저녁,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 중식 > 중국요리,3608,저녁,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,207,저녁,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,183,저녁,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,287,저녁,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2392,저녁,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",179,저녁,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 호텔,2071,저녁,쇼핑,4,4,4,4,4
AD5,숙박,"여행 > 숙박 > 여관,모텔",3452,저녁,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 일식 > 일식집,1988,저녁,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 한식 > 냉면,1938,저녁,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 중식 > 중국요리,1610,저녁,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 양식 > 이탈리안,2161,저녁,쇼핑,4,4,4,4,4
FD6,음식점,"음식점 > 한식 > 육류,고기",2048,저녁,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",2832,저녁,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",2456,저녁,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",922,저녁,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",1703,저녁,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 호텔,3302,저녁,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 호텔,2989,저녁,쇼핑,4,4,4,4,4
FD6,음식점,음식점 > 한식 > 냉면,3449,저녁,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,466,저녁,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",499,밤,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 도자기,도예촌",1751,밤,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 문화원",2253,밤,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",4499,밤,쇼핑,4,4,4,4,4
AD5,숙박,"여행 > 숙박 > 여관,모텔",809,밤,쇼핑,4,4,4,4,4
AD5,숙박,"여행 > 숙박 > 여관,모텔",4275,밤,쇼핑,4,4,4,4,4
AD5,숙박,"여행 > 숙박 > 여관,모텔",4135,밤,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,832,밤,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,1274,밤,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 둘레길",3527,밤,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",2781,밤,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",1736,밤,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",1013,밤,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",3021,밤,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",2211,밤,쇼핑,4,4,4,4,4
MT1,대형마트,"가정,생활 > 대형마트",3074,밤,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",3317,밤,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",1878,밤,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",1866,밤,쇼핑,4,7,4,4,7
MT1,대형마트,"가정,생활 > 대형마트",2436,밤,쇼핑,4,7,4,4,7
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",3749,밤,쇼핑,4,4,4,4,4
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",4858,밤,쇼핑,4,4,4,4,4
AD5,숙박,여행 > 숙박 > 호텔,4028,밤,쇼핑,4,4,4,4,4
CE7,카페,음식점 > 카페,1487,밤,쇼핑,4,4,4,4,4
AT4,관광명소,"여행 > 관광,명소 > 도자기,도예촌",4230,아침,쇼핑,3,3,3,3,3
AT4,관광명소,"여행 > 관광,명소 > 계곡",4775,아침,쇼핑,3,3,3,3,3
AT4,관광명소,"여행 > 관광,명소 > 산",4383,아침,쇼핑,3,3,3,3,3
